6.2136,0.911,4.5288,2.4268
7.4529,0.93858,4.5936,2.2603
4.8625,-0.618,3.8071,1.7575
5.7512,0.61368,5.7204,1.3391
5.2725,1.6122,3.8059,1.8626
4.4369,0.43256,4.2835,1.8821
4.6098,0.16648,3.9891,0.846
5.0556,-0.054152,3.7797,2.5534
6.587,-0.49533,4.7427,2.0853
4.9624,0.125,3.2983,0.95935
3.646,0.47901,4.377,2.7945
1.7282,-0.20624,5.5089,1.6988
3.759,0.36851,5.4743,1.0098
3.5771,0.5902,2.6893,1.2551
2.3287,-0.14793,5.0099,1.8221
3.9319,0.34496,4.1061,0.94427
3.1144,0.32885,4.969,1.4018
3.1107,-0.031646,4.6384,1.5633
1.8376,0.9071,4.0919,1.378
1.4405,-0.77392,4.3304,1.67
1.459,-0.074545,4.8817,1.1912
0.62087,-0.75977,4.9247,1.4022
1.0187,-0.75518,3.3688,1.6046
2.0856,-0.29039,2.7065,0.38262
-1.067,-0.10681,3.5261,0.51873
-0.73528,-0.74573,4.8729,0.93139
0.94044,-0.40069,4.1004,1.4941
1.1617,-1.7883,4.0538,1.5471
-0.14102,-1.4566,3.1177,1.0742
1.3792,-2.1903,2.694,-4.1904
2.1902,-2.5664,5.436,-4.2803
1.7433,-3.7181,3.1539,-4.9321
-0.34856,-2.1934,3.1277,-3.1741
0.65703,-1.7736,2.7921,-5.0089
0.71775,-2.5744,3.0445,-4.3198
1.4239,-2.2315,2.5699,-4.8241
1.287,-2.9726,1.7669,-5.6316
1.3149,-3.6902,3.2343,-3.8015
4.266,-3.5769,4.1216,-5.2412
2.2231,-3.6021,2.8189,-4.6366
2.6033,-2.6123,1.8552,-3.5808
3.2421,-3.3691,2.6536,-4.0865
1.4235,-3.051,3.6475,-4.0908
2.2139,-3.733,4.4709,-4.2218
4.0249,-3.1292,1.371,-3.9056
4.1054,-3.8231,3.0037,-2.9698
2.7913,-3.335,2.5913,-4.0402
5.2756,-2.5786,3.7224,-3.8235
4.28,-2.0789,3.5149,-3.8514
4.6843,-2.6671,2.9381,-3.7476
4.4935,-2.8197,1.5725,-3.5899
3.6775,-2.2883,2.0167,-3.1544
2.2416,-2.4154,2.4741,-3.3776
3.79,-3.9562,2.6552,-3.7571
2.207,-3.5773,3.9522,-2.5027
3.4619,-3.0452,2.0291,-3.7117
3.6929,-3.0094,2.8433,-3.3858
3.5473,-3.3135,3.2259,-3.1189
1.8326,-2.7897,2.4027,-3.932
3.4616,-2.8496,2.1102,-3.5195
1.7682,-1.7633,1.2744,-3.5766
3.1227,-2.5436,2.5932,-4.1656
3.3762,-2.7974,3.2575,-1.6574
4.2844,-2.284,1.995,-2.9645
0.56017,-2.3307,1.7351,-2.0385
3.3785,-1.7657,1.5941,-2.2932
2.3397,-1.9176,2.3509,-2.6289
2.3943,-2.4475,0.97492,-1.9742
1.8907,-1.3156,0.81537,-1.5734
2.687,-1.6883,1.9133,-2.176
2.2101,-1.7074,1.1584,-0.84726
1.8816,-1.7359,2.4657,-0.70535
2.0087,-0.81824,0.24039,-1.2261
3.2248,-1.178,3.1785,-0.75909
3.1747,-1.8122,1.2837,-1.5777
3.8703,0.13328,2.4265,-0.59589
3.2303,-1.0436,1.9031,-0.86891
2.8288,-0.66227,3.2753,0.068714
1.9523,-0.54962,1.3414,-1.1514
3.5291,-1.3136,1.8943,0.39018
3.038,0.013145,4.8012,-0.55276
3.702,-0.41252,2.4046,-0.29106
4.496,-0.41018,2.8963,0.25676
3.2738,0.24637,3.8745,0.12657
3.4332,-0.29909,3.2337,-0.82204
3.8082,-1.192,4.4016,-0.8029
4.4345,-0.29331,5.6553,-0.76557
6.4155,0.3417,4.7744,0.26486
3.664,0.40612,6.6597,-0.30601
6.0367,-0.027959,3.7129,-0.42729
4.6423,-0.96868,5.1084,-0.13144
5.9175,0.46323,4.7504,0.37654
5.2417,-0.078013,6.2252,-0.19021
4.8106,0.081129,4.828,0.073769
5.2486,0.65926,4.5636,-1.2093
6.6297,0.25246,6.1637,-0.35667
7.1004,-1.7784,4.9766,-0.52795
6.9571,-0.71845,6.1282,-0.28646
5.5943,-0.27059,6.7137,-0.32049
5.0306,-0.47291,5.8254,-0.12355
